start_date,end_date,covariate,value,evidence_class,temporal_scope,source_path,source_page,note,evidence_id,daily_start_date,daily_end_date,daily_values,daily_review
2013-12-04,2013-12-04,weather_observation,moonless_window_Mr,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-03/2013-12-04,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH080,2013-12-04,2013-12-04,mist_observation=good;rain_observed=showers,reviewed_morning_date
2013-12-05,2013-12-05,weather_observation,moonless_window_Mr,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-04/2013-12-05,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH081,2013-12-05,2013-12-05,mist_observation=good;rain_observed=showers,reviewed_morning_date
2013-12-06,2013-12-06,weather_observation,moonless_window_M,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-05/2013-12-06,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH082,2013-12-06,2013-12-06,mist_observation=good;rain_observed=none,reviewed_morning_date
2013-12-07,2013-12-07,weather_observation,moonless_window_mr,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-06/2013-12-07,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH083,2013-12-07,2013-12-07,mist_observation=light_patchy;rain_observed=showers,reviewed_morning_date
2013-12-08,2013-12-08,weather_observation,moonless_window_M,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-07/2013-12-08,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH084,2013-12-08,2013-12-08,mist_observation=good;rain_observed=none,reviewed_morning_date
2013-12-09,2013-12-09,weather_observation,moonless_window_c,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-08/2013-12-09,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH085,2013-12-09,2013-12-09,mist_observation=none;rain_observed=none,reviewed_morning_date
2013-12-10,2013-12-10,weather_observation,moonless_window_mr,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-09/2013-12-10,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH086,2013-12-10,2013-12-10,mist_observation=light_patchy;rain_observed=showers,reviewed_morning_date
2013-12-11,2013-12-11,weather_observation,moonless_window_c,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-10/2013-12-11,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH087,2013-12-11,2013-12-11,mist_observation=none;rain_observed=none,reviewed_morning_date
2013-12-12,2013-12-12,weather_observation,moonless_window_m,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-11/2013-12-12,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH088,2013-12-12,2013-12-12,mist_observation=light_patchy;rain_observed=none,reviewed_morning_date
2013-12-13,2013-12-13,weather_observation,moonless_window_o,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Entry 2013-12-12/2013-12-13,Daily-summary symbols explicitly refer to the moonless night window. Lowercase mist denotes patchy mist; uppercase/lowercase rain denote heavy rain/showers. The case-sensitive symbol is retained as a detailed mist state; rain remains a separate observation.,OH089,2013-12-13,2013-12-13,mist_observation=none;rain_observed=none,reviewed_morning_date
2014-11-29,2014-11-29,weather_observation,combined_mr_in_workbook,field_weather_note,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/DAILY AND ANNUAL SUMMARIES/Ngulia Weather Notes.doc,Code legend and entries 6/7 and 9/10 December 2013,"The same author uses mr explicitly for patchy mist plus showers. Sheet1 BV1284 contains mr, BW1284 is blank on 29 November 2014; annual report p.1 corroborates mist and a 72+100 catch but is silent about local showers. Rain follows the original coded daily observation, not rain elsewhere in the report.",OH090,2014-11-29,2014-11-29,mist_observation=light_patchy;rain_observed=showers,reviewed_morning_date
2014-11-30,2014-11-30,playback,night_playback_explicit,annual_report,event_date,data/02_reference/reports/2014 report.pdf,PDF p. 1,Report explicitly states tapes playing in patches of mist on 30 November.,OH091,2014-11-30,2014-11-30,playback_nocturnal_observed=1;night_net_operation=1;mist_observation=light_patchy,reviewed_morning_date
2014-12-01,2014-12-01,playback,tapes_but_no_night_nets,annual_report,event_date,data/02_reference/reports/2014 report.pdf,PDF p. 1,"Low cloud but no mist; birds dropped to tapes from 02:00, night nets not set, bush operation produced 146.",OH092,2014-12-01,2014-12-01,playback_nocturnal_observed=1;night_net_operation=0;dawn_net_operation=1;mist_observation=none,reviewed_morning_date
2014-12-02,2014-12-02,net_interruption,overnight_downpours_prevented_netting,annual_report,event_date,data/02_reference/reports/2014 report.pdf,PDF pp. 1–2,"Rain on 1 December continued overnight after moonset, preventing night netting. Dawn break allowed bush catching until rain resumed at 07:00.",OH093,2014-12-02,2014-12-02,net_interruption_observed=1;night_net_operation=0;dawn_net_operation=1;rain_observed=heavy_rain;mist_observation=present_unspecified,reviewed_morning_date
2014-12-03,2014-12-03,session_capacity,final_night_cancelled_clear_sky,annual_report,event_date,data/02_reference/reports/2014 report.pdf,PDF p. 2,Bush nets dismantled after 2 December morning; clear final night prevented planned catch. Confirms non-operation; the workbook total cell is blank and remains a missing count.,OH094,2014-12-03,2014-12-03,night_net_operation=0;dawn_net_operation=0;mist_observation=none,reviewed_morning_date
2016-11-24,2016-11-24,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-11-24,"No tapes used at night; swallow tape on at 08:00. Night-net wording is contradictory (no night nets but one net erected), so night operation left unknown.",OH095,2016-11-24,2016-11-24,playback_nocturnal_observed=0;playback_diurnal_observed=1;dawn_net_operation=1;mist_observation=none,reviewed_morning_date
2016-11-25,2016-11-25,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-11-25,Previous entry explicitly says clear until dawn; night playback and dawn net use recorded separately.,OH096,2016-11-25,2016-11-25,mist_observation=none,reviewed_morning_date
2016-11-26,2016-11-26,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-11-26,"Marsh/Sprosser tapes at 02:00, swallow tapes at 08:00; previous entry says clear until dawn.",OH097,2016-11-26,2016-11-26,playback_nocturnal_observed=1;playback_diurnal_observed=1;dawn_net_operation=1;mist_observation=none,reviewed_morning_date
2016-11-27,2016-11-27,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-11-27,Tapes at 02:00 and daytime bee-eater lure; previous entry says clear all night. No extrapolation of night-net opening from erection alone.,OH098,2016-11-27,2016-11-27,playback_nocturnal_observed=1;playback_diurnal_observed=1;dawn_net_operation=1;mist_observation=none,reviewed_morning_date
2016-12-02,2016-12-02,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-12-02,"Mist lowered at 23:00, two nets operated until 02:30; dawn nets opened at 05:45.",OH099,2016-12-02,2016-12-02,night_net_operation=1;night_net_count=2;dawn_net_operation=1;mist_observation=present_unspecified,reviewed_morning_date
2016-12-04,2016-12-04,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-12-04,Mist lowered at midnight before netting; rain interruption retained in existing entry.,OH100,2016-12-04,2016-12-04,mist_observation=present_unspecified,reviewed_morning_date
2016-12-05,2016-12-05,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-12-05,Night nets opened at 00:30 in brief mist; Marsh/Sprosser tapes at 02:00. Rain at 20:00 not assigned to the moonless window.,OH101,2016-12-05,2016-12-05,playback_nocturnal_observed=1;night_net_operation=1;dawn_net_operation=1;mist_observation=light_patchy,reviewed_morning_date
2016-12-07,2016-12-07,daily_observation,diary_night_and_day_operations,field_diary,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/THANKS 2016/Ngulia diary 2016.docx,Diary entry 2016-12-07,One net operated 01:30–05:45 with a drizzle break; day nets removed on 6 December.,OH102,2016-12-07,2016-12-07,night_net_operation=1;night_net_count=1;dawn_net_operation=0;mist_observation=present_unspecified;rain_observed=showers;net_interruption_observed=1,reviewed_morning_date
2023-12-07,2023-12-07,daily_observation,no_mist_and_diurnal_lures,annual_report,event_date,data/02_reference/reports/2023 Ngulia Report.pdf,PDF p. 1,No mist overnight; dawn migrants and swallow catching; explicitly sound-lured bee-eater and red-rumped swallow.,OH103,2023-12-07,2023-12-07,mist_observation=none;dawn_net_operation=1;playback_diurnal_observed=1,reviewed_morning_date
2023-12-12,2023-12-12,daily_observation,patchy_mist_showers_and_netting,annual_report,event_date,data/02_reference/reports/2023 Ngulia Report.pdf,PDF p. 3,Mist from 01:20 dissipated by light showers; netting possible for rest of night and bush netting at dawn.,OH104,2023-12-12,2023-12-12,mist_observation=light_patchy;rain_observed=showers;night_net_operation=1;dawn_net_operation=1,reviewed_morning_date
2023-12-13,2023-12-13,daily_observation,night_and_day_catch_with_tree_pipit_lure,annual_report,event_date,data/02_reference/reports/2023 Ngulia Report.pdf,PDF p. 3,Mist early then intermittent; netting attempted from 23:30. Dawn catch includes seven sound-lured Tree Pipits.,OH105,2023-12-13,2023-12-13,mist_observation=light_patchy;night_net_operation=1;dawn_net_operation=1;playback_diurnal_observed=1,reviewed_morning_date
1974-11-12,1974-11-12,source_conflict,outside_night_net_code_before_reported_introduction,daily_summary_workbook,event_date,data/01_raw/daily_counts/djp_daily_and_annual_summaries_1969_2012.xlsx,Sheet1 row 93 / cell BX93,"The workbook records site code NB (outside night nets plus back bush), but the 1969-2012 synthesis states that night nets began in 1976. No contemporary 1974 source was found to resolve the discrepancy. Retain the source value and flag the conflict.",OH106,1974-11-12,1974-11-12,,dated_context_only
1974-11-14,1974-11-14,source_conflict,outside_night_net_code_before_reported_introduction,daily_summary_workbook,event_date,data/01_raw/daily_counts/djp_daily_and_annual_summaries_1969_2012.xlsx,Sheet1 row 95 / cell BX95,"The workbook records site code NB (outside night nets plus back bush), but the 1969-2012 synthesis states that night nets began in 1976. No contemporary 1974 source was found to resolve the discrepancy. Retain the source value and flag the conflict.",OH107,1974-11-14,1974-11-14,,dated_context_only
2011-11-20,2011-11-20,net_sites,processed_bird_records_front_bush,processed_ringing_workbook,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"The processed-bird workbook records Place=F on this positive-catch date. F is interpreted as front bush, consistent with the daily-summary site-code legend and the 2011 report's L/bush-net description. Only positive use is materialized; absent place codes are not treated as non-operation.",OH108,2011-11-20,2011-11-20,net_sites_observed=front_bush;dawn_net_operation=1,reviewed_date
2011-11-21,2011-11-25,net_sites,processed_bird_records_front_and_night_nets,processed_ringing_workbook,date_range,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"Each date has processed records with Place=F and Place=N. F is interpreted as front bush and N as outside night nets, consistent with the daily-summary site-code legend; the annual report independently describes night and bush netting over this interval. Only positive use is materialized.",OH109,2011-11-21,2011-11-25,"net_sites_observed=front_bush,outside_night_nets;night_net_operation=1;dawn_net_operation=1",reviewed_date
2011-11-26,2011-11-27,net_sites,processed_bird_records_front_bush,processed_ringing_workbook,date_range,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"Each date has processed records with Place=F. F is interpreted as front bush, consistent with the daily-summary site-code legend. Only positive use is materialized.",OH110,2011-11-26,2011-11-27,net_sites_observed=front_bush;dawn_net_operation=1,reviewed_date
2011-11-28,2011-11-29,net_sites,processed_bird_records_front_and_night_nets,processed_ringing_workbook,date_range,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"Each date has processed records with Place=F and Place=N. F is interpreted as front bush and N as outside night nets, consistent with the daily-summary site-code legend; the annual report independently describes night and bush netting on 28 November. Only positive use is materialized.",OH111,2011-11-28,2011-11-29,"net_sites_observed=front_bush,outside_night_nets;night_net_operation=1;dawn_net_operation=1",reviewed_date
2011-11-30,2011-12-02,net_sites,processed_bird_records_front_bush,processed_ringing_workbook,date_range,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"Each date has processed records with Place=F. F is interpreted as front bush, consistent with the daily-summary site-code legend. Only positive use is materialized.",OH112,2011-11-30,2011-12-02,net_sites_observed=front_bush;dawn_net_operation=1,reviewed_date
2011-12-03,2011-12-03,net_sites,processed_bird_records_front_and_night_nets,processed_ringing_workbook,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"Processed records have Place=F and Place=N. F is interpreted as front bush and N as outside night nets, consistent with the daily-summary site-code legend; the annual report independently describes a night net and bush nets on 3 December. Only positive use is materialized.",OH113,2011-12-03,2011-12-03,"net_sites_observed=front_bush,outside_night_nets;night_net_operation=1;dawn_net_operation=1",reviewed_date
2011-12-04,2011-12-04,net_sites,processed_bird_records_front_bush,processed_ringing_workbook,event_date,data/01_raw/external/ngulia_djp/From DJP 2017/Processed birds 2011.xls,Sheet1 Place field,"Processed records have Place=F. F is interpreted as front bush, consistent with the daily-summary site-code legend. Only positive use is materialized.",OH114,2011-12-04,2011-12-04,net_sites_observed=front_bush;dawn_net_operation=1,reviewed_date
